ticker,metric,date,value
AAPL,Assets,2008-09-27,39572000000
AAPL,Assets,2008-09-27,39572000000
AAPL,Assets,2008-09-27,36171000000
AAPL,Assets,2009-06-27,48140000000
AAPL,Assets,2009-09-26,53851000000
AAPL,Assets,2009-09-26,47501000000
AAPL,Assets,2009-09-26,47501000000
AAPL,Assets,2009-09-26,47501000000
AAPL,Assets,2009-09-26,47501000000
AAPL,Assets,2009-09-26,47501000000
AAPL,Assets,2009-12-26,53926000000
AAPL,Assets,2010-03-27,57057000000
AAPL,Assets,2010-06-26,64725000000
AAPL,Assets,2010-09-25,75183000000
AAPL,Assets,2010-09-25,75183000000
AAPL,Assets,2010-09-25,75183000000
AAPL,Assets,2010-09-25,75183000000
AAPL,Assets,2010-09-25,75183000000
AAPL,Assets,2010-12-25,86742000000
AAPL,Assets,2011-03-26,94904000000
AAPL,Assets,2011-06-25,106758000000
AAPL,Assets,2011-09-24,116371000000
AAPL,Assets,2011-09-24,116371000000
AAPL,Assets,2011-09-24,116371000000
AAPL,Assets,2011-09-24,116371000000
AAPL,Assets,2011-09-24,116371000000
AAPL,Assets,2011-12-31,138681000000
AAPL,Assets,2012-03-31,150934000000
AAPL,Assets,2012-06-30,162896000000
AAPL,Assets,2012-09-29,176064000000
AAPL,Assets,2012-09-29,176064000000
AAPL,Assets,2012-09-29,176064000000
AAPL,Assets,2012-09-29,176064000000
AAPL,Assets,2012-09-29,176064000000
AAPL,Assets,2012-12-29,196088000000
AAPL,Assets,2013-03-30,194743000000
AAPL,Assets,2013-06-29,199856000000
AAPL,Assets,2013-09-28,207000000000
AAPL,Assets,2013-09-28,207000000000
AAPL,Assets,2013-09-28,207000000000
AAPL,Assets,2013-09-28,207000000000
AAPL,Assets,2013-09-28,207000000000
AAPL,Assets,2013-12-28,225184000000
AAPL,Assets,2014-03-29,205989000000
AAPL,Assets,2014-06-28,222520000000
AAPL,Assets,2014-09-27,231839000000
AAPL,Assets,2014-09-27,231839000000
AAPL,Assets,2014-09-27,231839000000
AAPL,Assets,2014-09-27,231839000000
AAPL,Assets,2014-09-27,231839000000
AAPL,Assets,2014-12-27,261894000000
AAPL,Assets,2015-03-28,261194000000
AAPL,Assets,2015-06-27,273151000000
AAPL,Assets,2015-09-26,290479000000
AAPL,Assets,2015-09-26,290479000000
AAPL,Assets,2015-09-26,290479000000
AAPL,Assets,2015-09-26,290479000000
AAPL,Assets,2015-09-26,290345000000
AAPL,Assets,2015-12-26,293284000000
AAPL,Assets,2016-03-26,305277000000
AAPL,Assets,2016-06-25,305602000000
AAPL,Assets,2016-09-24,321686000000
AAPL,Assets,2016-09-24,321686000000
AAPL,Assets,2016-09-24,321686000000
AAPL,Assets,2016-09-24,321686000000
AAPL,Assets,2016-09-24,321686000000
AAPL,Assets,2016-12-31,331141000000
AAPL,Assets,2017-04-01,334532000000
AAPL,Assets,2017-07-01,345173000000
AAPL,Assets,2017-09-30,375319000000
AAPL,Assets,2017-09-30,375319000000
AAPL,Assets,2017-09-30,375319000000
AAPL,Assets,2017-09-30,375319000000
AAPL,Assets,2017-09-30,375319000000
AAPL,Assets,2017-12-30,406794000000
AAPL,Assets,2018-03-31,367502000000
AAPL,Assets,2018-06-30,349197000000
AAPL,Assets,2018-09-29,365725000000
AAPL,Assets,2018-09-29,365725000000
AAPL,Assets,2018-09-29,365725000000
AAPL,Assets,2018-09-29,365725000000
AAPL,Assets,2018-09-29,365725000000
AAPL,Assets,2018-12-29,373719000000
AAPL,Assets,2019-03-30,341998000000
AAPL,Assets,2019-06-29,322239000000
AAPL,Assets,2019-09-28,338516000000
AAPL,Assets,2019-09-28,338516000000
AAPL,Assets,2019-09-28,338516000000
AAPL,Assets,2019-09-28,338516000000
AAPL,Assets,2019-09-28,338516000000
AAPL,Assets,2019-12-28,340618000000
AAPL,Assets,2020-03-28,320400000000
AAPL,Assets,2020-06-27,317344000000
AAPL,Assets,2020-09-26,323888000000
AAPL,Assets,2020-09-26,323888000000
AAPL,Assets,2020-09-26,323888000000
AAPL,Assets,2020-09-26,323888000000
AAPL,Assets,2020-09-26,323888000000
AAPL,Assets,2020-12-26,354054000000
AAPL,Assets,2021-03-27,337158000000
AAPL,Assets,2021-06-26,329840000000
AAPL,Assets,2021-09-25,351002000000
AAPL,Assets,2021-09-25,351002000000
AAPL,Assets,2021-09-25,351002000000
AAPL,Assets,2021-09-25,351002000000
AAPL,Assets,2021-09-25,351002000000
AAPL,Assets,2021-12-25,381191000000
AAPL,Assets,2022-03-26,350662000000
AAPL,Assets,2022-06-25,336309000000
AAPL,Assets,2022-09-24,352755000000
AAPL,Assets,2022-09-24,352755000000
AAPL,Assets,2022-09-24,352755000000
AAPL,Assets,2022-09-24,352755000000
AAPL,Assets,2022-09-24,352755000000
AAPL,Assets,2022-12-31,346747000000
AAPL,Assets,2023-04-01,332160000000
AAPL,Assets,2023-07-01,335038000000
AAPL,Assets,2023-09-30,352583000000
AAPL,Assets,2023-09-30,352583000000
AAPL,Assets,2023-09-30,352583000000
AAPL,Assets,2023-09-30,352583000000
AAPL,Assets,2023-09-30,352583000000
AAPL,Assets,2023-12-30,353514000000
AAPL,Assets,2024-03-30,337411000000
AAPL,Assets,2024-06-29,331612000000
AAPL,Assets,2024-09-28,364980000000
AAPL,Liabilities,2008-09-27,18542000000
AAPL,Liabilities,2008-09-27,18542000000
AAPL,Liabilities,2009-06-27,22252000000
AAPL,Liabilities,2009-09-26,26019000000
AAPL,Liabilities,2009-09-26,15861000000
AAPL,Liabilities,2009-09-26,15861000000
AAPL,Liabilities,2009-09-26,15861000000
AAPL,Liabilities,2009-09-26,15861000000
AAPL,Liabilities,2009-12-26,18158000000
AAPL,Liabilities,2010-03-27,17709000000
AAPL,Liabilities,2010-06-26,21614000000
AAPL,Liabilities,2010-09-25,27392000000
AAPL,Liabilities,2010-09-25,27392000000
AAPL,Liabilities,2010-09-25,27392000000
AAPL,Liabilities,2010-09-25,27392000000
AAPL,Liabilities,2010-09-25,27392000000
AAPL,Liabilities,2010-12-25,32076000000
AAPL,Liabilities,2011-03-26,33427000000
AAPL,Liabilities,2011-06-25,37415000000
AAPL,Liabilities,2011-09-24,39756000000
AAPL,Liabilities,2011-09-24,39756000000
AAPL,Liabilities,2011-09-24,39756000000
AAPL,Liabilities,2011-09-24,39756000000
AAPL,Liabilities,2011-09-24,39756000000
AAPL,Liabilities,2011-12-31,48627000000
AAPL,Liabilities,2012-03-31,48436000000
AAPL,Liabilities,2012-06-30,51150000000
AAPL,Liabilities,2012-09-29,57854000000
AAPL,Liabilities,2012-09-29,57854000000
AAPL,Liabilities,2012-09-29,57854000000
AAPL,Liabilities,2012-09-29,57854000000
AAPL,Liabilities,2012-09-29,57854000000
AAPL,Liabilities,2012-12-29,68742000000
AAPL,Liabilities,2013-03-30,59253000000
AAPL,Liabilities,2013-06-29,76502000000
AAPL,Liabilities,2013-09-28,83451000000
AAPL,Liabilities,2013-09-28,83451000000
AAPL,Liabilities,2013-09-28,83451000000
AAPL,Liabilities,2013-09-28,83451000000
AAPL,Liabilities,2013-09-28,83451000000
AAPL,Liabilities,2013-12-28,95500000000
AAPL,Liabilities,2014-03-29,85810000000
AAPL,Liabilities,2014-06-28,101580000000
AAPL,Liabilities,2014-09-27,120292000000
AAPL,Liabilities,2014-09-27,120292000000
AAPL,Liabilities,2014-09-27,120292000000
AAPL,Liabilities,2014-09-27,120292000000
AAPL,Liabilities,2014-09-27,120292000000
AAPL,Liabilities,2014-12-27,138566000000
AAPL,Liabilities,2015-03-28,132188000000
AAPL,Liabilities,2015-06-27,147474000000
AAPL,Liabilities,2015-09-26,171124000000
AAPL,Liabilities,2015-09-26,171124000000
AAPL,Liabilities,2015-09-26,171124000000
AAPL,Liabilities,2015-09-26,171124000000
AAPL,Liabilities,2015-09-26,170990000000
AAPL,Liabilities,2015-12-26,165017000000
AAPL,Liabilities,2016-03-26,174820000000
AAPL,Liabilities,2016-06-25,179061000000
AAPL,Liabilities,2016-09-24,193437000000
AAPL,Liabilities,2016-09-24,193437000000
AAPL,Liabilities,2016-09-24,193437000000
AAPL,Liabilities,2016-09-24,193437000000
AAPL,Liabilities,2016-09-24,193437000000
AAPL,Liabilities,2016-12-31,198751000000
AAPL,Liabilities,2017-04-01,200450000000
AAPL,Liabilities,2017-07-01,212748000000
AAPL,Liabilities,2017-09-30,241272000000
AAPL,Liabilities,2017-09-30,241272000000
AAPL,Liabilities,2017-09-30,241272000000
AAPL,Liabilities,2017-09-30,241272000000
AAPL,Liabilities,2017-09-30,241272000000
AAPL,Liabilities,2017-12-30,266595000000
AAPL,Liabilities,2018-03-31,240624000000
AAPL,Liabilities,2018-06-30,234248000000
AAPL,Liabilities,2018-09-29,258578000000
AAPL,Liabilities,2018-09-29,258578000000
AAPL,Liabilities,2018-09-29,258578000000
AAPL,Liabilities,2018-09-29,258578000000
AAPL,Liabilities,2018-09-29,258578000000
AAPL,Liabilities,2018-12-29,255827000000
AAPL,Liabilities,2019-03-30,236138000000
AAPL,Liabilities,2019-06-29,225783000000
AAPL,Liabilities,2019-09-28,248028000000
AAPL,Liabilities,2019-09-28,248028000000
AAPL,Liabilities,2019-09-28,248028000000
AAPL,Liabilities,2019-09-28,248028000000
AAPL,Liabilities,2019-09-28,248028000000
AAPL,Liabilities,2019-12-28,251087000000
AAPL,Liabilities,2020-03-28,241975000000
AAPL,Liabilities,2020-06-27,245062000000
AAPL,Liabilities,2020-09-26,258549000000
AAPL,Liabilities,2020-09-26,258549000000
AAPL,Liabilities,2020-09-26,258549000000
AAPL,Liabilities,2020-09-26,258549000000
AAPL,Liabilities,2020-09-26,258549000000
AAPL,Liabilities,2020-12-26,287830000000
AAPL,Liabilities,2021-03-27,267980000000
AAPL,Liabilities,2021-06-26,265560000000
AAPL,Liabilities,2021-09-25,287912000000
AAPL,Liabilities,2021-09-25,287912000000
AAPL,Liabilities,2021-09-25,287912000000
AAPL,Liabilities,2021-09-25,287912000000
AAPL,Liabilities,2021-09-25,287912000000
AAPL,Liabilities,2021-12-25,309259000000
AAPL,Liabilities,2022-03-26,283263000000
AAPL,Liabilities,2022-06-25,278202000000
AAPL,Liabilities,2022-09-24,302083000000
AAPL,Liabilities,2022-09-24,302083000000
AAPL,Liabilities,2022-09-24,302083000000
AAPL,Liabilities,2022-09-24,302083000000
AAPL,Liabilities,2022-09-24,302083000000
AAPL,Liabilities,2022-12-31,290020000000
AAPL,Liabilities,2023-04-01,270002000000
AAPL,Liabilities,2023-07-01,274764000000
AAPL,Liabilities,2023-09-30,290437000000
AAPL,Liabilities,2023-09-30,290437000000
AAPL,Liabilities,2023-09-30,290437000000
AAPL,Liabilities,2023-09-30,290437000000
AAPL,Liabilities,2023-09-30,290437000000
AAPL,Liabilities,2023-12-30,279414000000
AAPL,Liabilities,2024-03-30,263217000000
AAPL,Liabilities,2024-06-29,264904000000
AAPL,Liabilities,2024-09-28,308030000000
AAPL,Revenues,2016-09-24,215639000000
AAPL,Revenues,2016-12-31,78351000000
AAPL,Revenues,2017-04-01,52896000000
AAPL,Revenues,2017-07-01,45408000000
AAPL,Revenues,2017-09-30,229234000000
AAPL,Revenues,2017-09-30,52579000000
AAPL,Revenues,2017-12-30,88293000000
AAPL,Revenues,2018-03-31,61137000000
AAPL,Revenues,2018-06-30,53265000000
AAPL,Revenues,2018-09-29,265595000000
AAPL,Revenues,2018-09-29,62900000000
AAPL,NetIncomeLoss,2007-09-29,3496000000
AAPL,NetIncomeLoss,2008-06-28,3698000000
AAPL,NetIncomeLoss,2008-06-28,1072000000
AAPL,NetIncomeLoss,2008-09-27,4834000000
AAPL,NetIncomeLoss,2008-09-27,6119000000
AAPL,NetIncomeLoss,2008-12-27,2255000000
AAPL,NetIncomeLoss,2008-12-27,2255000000
AAPL,NetIncomeLoss,2009-03-28,3875000000
AAPL,NetIncomeLoss,2009-03-28,1620000000
AAPL,NetIncomeLoss,2009-03-28,1620000000
AAPL,NetIncomeLoss,2009-06-27,4039000000
AAPL,NetIncomeLoss,2009-06-27,5703000000
AAPL,NetIncomeLoss,2009-06-27,1229000000
AAPL,NetIncomeLoss,2009-06-27,1828000000
AAPL,NetIncomeLoss,2009-06-27,1828000000
AAPL,NetIncomeLoss,2009-09-26,5704000000
AAPL,NetIncomeLoss,2009-09-26,8235000000
AAPL,NetIncomeLoss,2009-09-26,8235000000
AAPL,NetIncomeLoss,2009-09-26,2532000000
AAPL,NetIncomeLoss,2009-12-26,3378000000
AAPL,NetIncomeLoss,2009-12-26,3378000000
AAPL,NetIncomeLoss,2009-12-26,3378000000
AAPL,NetIncomeLoss,2009-12-26,3378000000
AAPL,NetIncomeLoss,2010-03-27,6452000000
AAPL,NetIncomeLoss,2010-03-27,6452000000
AAPL,NetIncomeLoss,2010-03-27,3074000000
AAPL,NetIncomeLoss,2010-03-27,3074000000
AAPL,NetIncomeLoss,2010-03-27,3074000000
AAPL,NetIncomeLoss,2010-03-27,3074000000
AAPL,NetIncomeLoss,2010-06-26,9705000000
AAPL,NetIncomeLoss,2010-06-26,9705000000
AAPL,NetIncomeLoss,2010-06-26,3253000000
AAPL,NetIncomeLoss,2010-06-26,3253000000
AAPL,NetIncomeLoss,2010-06-26,3253000000
AAPL,NetIncomeLoss,2010-06-26,3253000000
AAPL,NetIncomeLoss,2010-09-25,14013000000
AAPL,NetIncomeLoss,2010-09-25,14013000000
AAPL,NetIncomeLoss,2010-09-25,14013000000
AAPL,NetIncomeLoss,2010-09-25,4308000000
AAPL,NetIncomeLoss,2010-09-25,4308000000
AAPL,NetIncomeLoss,2010-12-25,6004000000
AAPL,NetIncomeLoss,2010-12-25,6004000000
AAPL,NetIncomeLoss,2010-12-25,6004000000
AAPL,NetIncomeLoss,2010-12-25,6004000000
AAPL,NetIncomeLoss,2011-03-26,11991000000
AAPL,NetIncomeLoss,2011-03-26,11991000000
AAPL,NetIncomeLoss,2011-03-26,5987000000
AAPL,NetIncomeLoss,2011-03-26,5987000000
AAPL,NetIncomeLoss,2011-03-26,5987000000
AAPL,NetIncomeLoss,2011-03-26,5987000000
AAPL,NetIncomeLoss,2011-06-25,19299000000
AAPL,NetIncomeLoss,2011-06-25,19299000000
AAPL,NetIncomeLoss,2011-06-25,7308000000
AAPL,NetIncomeLoss,2011-06-25,7308000000
AAPL,NetIncomeLoss,2011-06-25,7308000000
AAPL,NetIncomeLoss,2011-06-25,7308000000
AAPL,NetIncomeLoss,2011-09-24,25922000000
AAPL,NetIncomeLoss,2011-09-24,25922000000
AAPL,NetIncomeLoss,2011-09-24,25922000000
AAPL,NetIncomeLoss,2011-09-24,6623000000
AAPL,NetIncomeLoss,2011-09-24,6623000000
AAPL,NetIncomeLoss,2011-12-31,13064000000
AAPL,NetIncomeLoss,2011-12-31,13064000000
AAPL,NetIncomeLoss,2011-12-31,13064000000
AAPL,NetIncomeLoss,2011-12-31,13064000000
AAPL,NetIncomeLoss,2012-03-31,24686000000
AAPL,NetIncomeLoss,2012-03-31,24686000000
AAPL,NetIncomeLoss,2012-03-31,11622000000
AAPL,NetIncomeLoss,2012-03-31,11622000000
AAPL,NetIncomeLoss,2012-03-31,11622000000
AAPL,NetIncomeLoss,2012-03-31,11622000000
AAPL,NetIncomeLoss,2012-06-30,33510000000
AAPL,NetIncomeLoss,2012-06-30,33510000000
AAPL,NetIncomeLoss,2012-06-30,8824000000
AAPL,NetIncomeLoss,2012-06-30,8824000000
AAPL,NetIncomeLoss,2012-06-30,8824000000
AAPL,NetIncomeLoss,2012-06-30,8824000000
AAPL,NetIncomeLoss,2012-09-29,41733000000
AAPL,NetIncomeLoss,2012-09-29,41733000000
AAPL,NetIncomeLoss,2012-09-29,41733000000
AAPL,NetIncomeLoss,2012-09-29,8223000000
AAPL,NetIncomeLoss,2012-09-29,8223000000
AAPL,NetIncomeLoss,2012-12-29,13078000000
AAPL,NetIncomeLoss,2012-12-29,13078000000
AAPL,NetIncomeLoss,2012-12-29,13078000000
AAPL,NetIncomeLoss,2012-12-29,13078000000
AAPL,NetIncomeLoss,2013-03-30,22625000000
AAPL,NetIncomeLoss,2013-03-30,22625000000
AAPL,NetIncomeLoss,2013-03-30,9547000000
AAPL,NetIncomeLoss,2013-03-30,9547000000
AAPL,NetIncomeLoss,2013-03-30,9547000000
AAPL,NetIncomeLoss,2013-03-30,9547000000
AAPL,NetIncomeLoss,2013-06-29,29525000000
AAPL,NetIncomeLoss,2013-06-29,29525000000
AAPL,NetIncomeLoss,2013-06-29,6900000000
AAPL,NetIncomeLoss,2013-06-29,6900000000
AAPL,NetIncomeLoss,2013-06-29,6900000000
AAPL,NetIncomeLoss,2013-06-29,6900000000
AAPL,NetIncomeLoss,2013-09-28,37037000000
AAPL,NetIncomeLoss,2013-09-28,37037000000
AAPL,NetIncomeLoss,2013-09-28,37037000000
AAPL,NetIncomeLoss,2013-09-28,7512000000
AAPL,NetIncomeLoss,2013-09-28,7512000000
AAPL,NetIncomeLoss,2013-12-28,13072000000
AAPL,NetIncomeLoss,2013-12-28,13072000000
AAPL,NetIncomeLoss,2013-12-28,13072000000
AAPL,NetIncomeLoss,2013-12-28,13072000000
AAPL,NetIncomeLoss,2014-03-29,23295000000
AAPL,NetIncomeLoss,2014-03-29,23295000000
AAPL,NetIncomeLoss,2014-03-29,10223000000
AAPL,NetIncomeLoss,2014-03-29,10223000000
AAPL,NetIncomeLoss,2014-03-29,10223000000
AAPL,NetIncomeLoss,2014-03-29,10223000000
AAPL,NetIncomeLoss,2014-06-28,31043000000
AAPL,NetIncomeLoss,2014-06-28,31043000000
AAPL,NetIncomeLoss,2014-06-28,7748000000
AAPL,NetIncomeLoss,2014-06-28,7748000000
AAPL,NetIncomeLoss,2014-06-28,7748000000
AAPL,NetIncomeLoss,2014-06-28,7748000000
AAPL,NetIncomeLoss,2014-09-27,39510000000
AAPL,NetIncomeLoss,2014-09-27,39510000000
AAPL,NetIncomeLoss,2014-09-27,39510000000
AAPL,NetIncomeLoss,2014-09-27,8467000000
AAPL,NetIncomeLoss,2014-09-27,8467000000
AAPL,NetIncomeLoss,2014-12-27,18024000000
AAPL,NetIncomeLoss,2014-12-27,18024000000
AAPL,NetIncomeLoss,2014-12-27,18024000000
AAPL,NetIncomeLoss,2014-12-27,18024000000
AAPL,NetIncomeLoss,2015-03-28,31593000000
AAPL,NetIncomeLoss,2015-03-28,31593000000
AAPL,NetIncomeLoss,2015-03-28,13569000000
AAPL,NetIncomeLoss,2015-03-28,13569000000
AAPL,NetIncomeLoss,2015-03-28,13569000000
AAPL,NetIncomeLoss,2015-03-28,13569000000
AAPL,NetIncomeLoss,2015-06-27,42270000000
AAPL,NetIncomeLoss,2015-06-27,42270000000
AAPL,NetIncomeLoss,2015-06-27,10677000000
AAPL,NetIncomeLoss,2015-06-27,10677000000
AAPL,NetIncomeLoss,2015-06-27,10677000000
AAPL,NetIncomeLoss,2015-06-27,10677000000
AAPL,NetIncomeLoss,2015-09-26,53394000000
AAPL,NetIncomeLoss,2015-09-26,53394000000
AAPL,NetIncomeLoss,2015-09-26,53394000000
AAPL,NetIncomeLoss,2015-09-26,11124000000
AAPL,NetIncomeLoss,2015-09-26,11124000000
AAPL,NetIncomeLoss,2015-12-26,18361000000
AAPL,NetIncomeLoss,2015-12-26,18361000000
AAPL,NetIncomeLoss,2015-12-26,18361000000
AAPL,NetIncomeLoss,2015-12-26,18361000000
AAPL,NetIncomeLoss,2016-03-26,28877000000
AAPL,NetIncomeLoss,2016-03-26,28877000000
AAPL,NetIncomeLoss,2016-03-26,10516000000
AAPL,NetIncomeLoss,2016-03-26,10516000000
AAPL,NetIncomeLoss,2016-03-26,10516000000
AAPL,NetIncomeLoss,2016-03-26,10516000000
AAPL,NetIncomeLoss,2016-06-25,36673000000
AAPL,NetIncomeLoss,2016-06-25,36673000000
AAPL,NetIncomeLoss,2016-06-25,7796000000
AAPL,NetIncomeLoss,2016-06-25,7796000000
AAPL,NetIncomeLoss,2016-06-25,7796000000
AAPL,NetIncomeLoss,2016-06-25,7796000000
AAPL,NetIncomeLoss,2016-09-24,45687000000
AAPL,NetIncomeLoss,2016-09-24,45687000000
AAPL,NetIncomeLoss,2016-09-24,45687000000
AAPL,NetIncomeLoss,2016-09-24,9014000000
AAPL,NetIncomeLoss,2016-09-24,9014000000
AAPL,NetIncomeLoss,2016-12-31,17891000000
AAPL,NetIncomeLoss,2016-12-31,17891000000
AAPL,NetIncomeLoss,2016-12-31,17891000000
AAPL,NetIncomeLoss,2016-12-31,17891000000
AAPL,NetIncomeLoss,2017-04-01,28920000000
AAPL,NetIncomeLoss,2017-04-01,28920000000
AAPL,NetIncomeLoss,2017-04-01,11029000000
AAPL,NetIncomeLoss,2017-04-01,11029000000
AAPL,NetIncomeLoss,2017-04-01,11029000000
AAPL,NetIncomeLoss,2017-04-01,11029000000
AAPL,NetIncomeLoss,2017-07-01,37637000000
AAPL,NetIncomeLoss,2017-07-01,37637000000
AAPL,NetIncomeLoss,2017-07-01,8717000000
AAPL,NetIncomeLoss,2017-07-01,8717000000
AAPL,NetIncomeLoss,2017-07-01,8717000000
AAPL,NetIncomeLoss,2017-07-01,8717000000
AAPL,NetIncomeLoss,2017-09-30,48351000000
AAPL,NetIncomeLoss,2017-09-30,48351000000
AAPL,NetIncomeLoss,2017-09-30,48351000000
AAPL,NetIncomeLoss,2017-09-30,10714000000
AAPL,NetIncomeLoss,2017-09-30,10714000000
AAPL,NetIncomeLoss,2017-12-30,20065000000
AAPL,NetIncomeLoss,2017-12-30,20065000000
AAPL,NetIncomeLoss,2017-12-30,20065000000
AAPL,NetIncomeLoss,2017-12-30,20065000000
AAPL,NetIncomeLoss,2018-03-31,33887000000
AAPL,NetIncomeLoss,2018-03-31,33887000000
AAPL,NetIncomeLoss,2018-03-31,13822000000
AAPL,NetIncomeLoss,2018-03-31,13822000000
AAPL,NetIncomeLoss,2018-03-31,13822000000
AAPL,NetIncomeLoss,2018-03-31,13822000000
AAPL,NetIncomeLoss,2018-06-30,45406000000
AAPL,NetIncomeLoss,2018-06-30,45406000000
AAPL,NetIncomeLoss,2018-06-30,11519000000
AAPL,NetIncomeLoss,2018-06-30,11519000000
AAPL,NetIncomeLoss,2018-06-30,11519000000
AAPL,NetIncomeLoss,2018-06-30,11519000000
AAPL,NetIncomeLoss,2018-09-29,59531000000
AAPL,NetIncomeLoss,2018-09-29,59531000000
AAPL,NetIncomeLoss,2018-09-29,59531000000
AAPL,NetIncomeLoss,2018-09-29,14125000000
AAPL,NetIncomeLoss,2018-09-29,14125000000
AAPL,NetIncomeLoss,2018-12-29,19965000000
AAPL,NetIncomeLoss,2018-12-29,19965000000
AAPL,NetIncomeLoss,2018-12-29,19965000000
AAPL,NetIncomeLoss,2018-12-29,19965000000
AAPL,NetIncomeLoss,2019-03-30,31526000000
AAPL,NetIncomeLoss,2019-03-30,31526000000
AAPL,NetIncomeLoss,2019-03-30,11561000000
AAPL,NetIncomeLoss,2019-03-30,11561000000
AAPL,NetIncomeLoss,2019-03-30,11561000000
AAPL,NetIncomeLoss,2019-03-30,11561000000
AAPL,NetIncomeLoss,2019-06-29,41570000000
AAPL,NetIncomeLoss,2019-06-29,41570000000
AAPL,NetIncomeLoss,2019-06-29,10044000000
AAPL,NetIncomeLoss,2019-06-29,10044000000
AAPL,NetIncomeLoss,2019-06-29,10044000000
AAPL,NetIncomeLoss,2019-06-29,10044000000
AAPL,NetIncomeLoss,2019-09-28,55256000000
AAPL,NetIncomeLoss,2019-09-28,55256000000
AAPL,NetIncomeLoss,2019-09-28,55256000000
AAPL,NetIncomeLoss,2019-09-28,13686000000
AAPL,NetIncomeLoss,2019-09-28,13686000000
AAPL,NetIncomeLoss,2019-12-28,22236000000
AAPL,NetIncomeLoss,2019-12-28,22236000000
AAPL,NetIncomeLoss,2019-12-28,22236000000
AAPL,NetIncomeLoss,2020-03-28,33485000000
